date,u10,v10,sp,swvl1,swvl4,z,tcc,r,rmm1,rmm2,sst,tp,Temperature(C)
2/24/1990,-2.409256825,1.548529216,-2.447614302,0.089496047,-0.001354582,-765.2723986,0.270880832,11.38873667,0.226464,-1.39162,0.471796448,-0.044050503,-2.50073078
2/25/1990,-2.719508418,1.578549356,-1.761278884,0.075670606,-0.001334915,-606.2493201,0.179907494,13.64580218,0.77413899,-1.41584,0.490181091,-0.053297754,-2.199973037
2/26/1990,-1.331933468,0.305001338,-1.524602498,0.060102864,-0.001319181,-463.9457201,0.278397943,13.7342987,1.2278399,-1.4380701,0.483726586,-0.058187799,-2.075862892
2/27/1990,-0.660934225,-0.668552418,-1.566254809,0.057157178,-0.001294346,-374.2314426,0.323105469,15.64145654,1.57818,-1.3252,0.465229741,-0.059870384,-2.179593086
2/28/1990,-1.03079707,-0.23705389,-1.532547686,0.057337691,-0.001251613,-314.2968156,0.390261512,10.59834279,1.75837,-1.03564,0.447794907,-0.063420639,-2.76137574
3/1/1990,-2.040799235,0.159524114,-1.163316382,0.0572718,-0.001199603,-264.0129025,0.277153767,6.279614966,1.79712,-0.96736002,0.464840454,-0.069149403,-3.364617951
3/2/1990,-1.835452789,-0.500725195,-0.350143525,0.05498308,-0.001149206,-185.7205798,0.230964843,4.253179816,2.03865,-0.98255998,0.495668792,-0.079477401,-3.097963435
3/3/1990,-3.825594268,-1.942971909,0.358351728,0.053259617,-0.001089571,-192.8581411,0.302287915,5.832547701,2.5339601,-0.94195998,0.514513934,-0.047131832,-4.412065491
3/4/1990,-3.972938441,-3.549302253,0.698664684,0.052910661,-0.001022996,-263.8793823,0.311534146,3.681832138,2.8979399,-0.86346,0.530714388,-0.043789451,-4.644267336
3/5/1990,-4.310625705,-3.421471725,1.190572578,0.051395318,-0.000962656,-312.3925758,0.21585759,2.754168208,2.9561501,-0.62977999,0.54030199,-0.051225537,-4.447216404
3/6/1990,-4.291146874,-3.33298772,2.049778226,0.040928635,-0.000917446,-293.4825398,0.148080012,1.765164586,2.9426999,-0.15178999,0.570082489,-0.060330396,-4.181126342
3/7/1990,-3.338259127,-3.198652239,2.914562249,0.027961941,-0.000891919,-255.4661783,0.056872149,6.179297927,2.9349501,0.42407,0.621743668,-0.065179129,-3.428430951
3/8/1990,-2.15809282,-3.215463053,3.557584579,0.016177531,-0.000877685,-212.3286123,0.11169896,8.650843556,3.0697999,0.81232101,0.660941369,-0.073922954,-2.716970829
3/9/1990,-4.507597779,-3.200119037,3.885208378,0.008121676,-0.000857642,-260.2019953,0.176479015,6.301204952,3.00156,1.10683,0.692226556,-0.078323449,-3.134812612
3/10/1990,-2.992521127,-2.525420159,3.785191847,0.000431472,-0.000847283,-320.657594,0.068063882,5.413032482,2.7562301,1.28415,0.719325157,-0.11668492,-2.384616063
3/11/1990,-3.558541686,-2.236721811,3.743818272,-0.005526366,-0.000846821,-345.7218563,0.048813863,6.026678899,2.8873799,1.59833,0.724846643,-0.130015547,-2.35780057
3/12/1990,-4.180085753,-2.256781559,3.968499648,-0.011193076,-0.00085439,-316.2244738,0.028272985,7.608678591,2.61274,1.56909,0.71875669,-0.135545697,-2.196261238
3/13/1990,-5.046726862,-2.826979497,4.095531208,-0.01647852,-0.00087042,-244.3322472,0.050799784,8.14242889,2.1597199,1.54283,0.70614845,-0.140188848,-2.003114048
3/14/1990,-5.68655433,-3.470082901,4.07377001,-0.021537082,-0.000906258,-173.2660451,0.01543769,4.298039278,1.6790299,1.79036,0.678668342,-0.147911067,-1.389951174
3/15/1990,-5.682118876,-2.690370554,3.958486442,-0.027258777,-0.000971013,-115.1476594,0.066742083,0.681565368,1.05136,1.8688101,0.647552558,-0.153572527,-0.90136473
3/16/1990,-3.291161714,-1.86703277,3.718336567,-0.035078709,-0.001071545,-27.30281692,-0.035332461,0.765675695,0.38846299,1.93225,0.619563556,-0.166535404,0.158209359
3/17/1990,-3.466329929,-1.585408314,3.298567706,-0.043113422,-0.001199556,63.50445353,-0.056928964,2.293609744,-0.1547,2.0959899,0.589314833,-0.179439892,1.139143201
3/18/1990,-4.337269087,-0.770581823,2.698879154,-0.048034949,-0.001329329,112.7147096,0.036246411,6.415040025,-0.27663001,1.83108,0.575013639,1.496196052,1.457944577
3/19/1990,-3.326458215,0.95463644,1.696809753,-0.033359695,-0.001452503,143.3371101,0.14185753,7.044065171,-0.16293,1.93826,0.578246639,1.498983368,1.965028128
3/20/1990,-2.862599036,3.384229364,0.612609984,-0.018501975,-0.001560671,101.864987,0.219984817,9.903326967,-0.1391,2.08831,0.574535819,2.227685851,2.019014257
3/21/1990,-3.91310867,4.597223564,-0.085756955,0.013384698,-0.001634521,37.3570081,0.353096267,13.30727097,-0.12327,2.0942299,0.573706067,2.307245078,0.851972942
3/22/1990,-5.412625068,5.992528603,-0.580285447,0.050979754,-0.001661355,-69.99161955,0.311803963,15.95051271,-0.26319,2.06002,0.563417323,2.293734859,-1.062001466
3/23/1990,-6.277094225,5.210838772,-0.672002794,0.08197584,-0.00165461,-176.2918238,0.357151075,15.17722392,-0.58240998,1.95521,0.563940742,2.290572352,-2.032199445
3/24/1990,-6.767044793,3.78959339,-0.395186724,0.109650648,-0.001614447,-240.7995848,0.473360875,13.5855775,-0.79980999,1.77247,0.557266233,2.275780167,-2.987233304
3/25/1990,-6.728016576,3.409439373,0.118550991,0.130939819,-0.001560635,-257.8127623,0.370811225,12.01819413,-0.98614001,1.3596801,0.538180021,0.576751326,-3.620554242
3/26/1990,-7.404943608,2.334261599,0.806773065,0.134579027,-0.001488977,-288.908384,0.37628458,10.27519998,-1.25035,0.89521402,0.522918225,0.553026997,-4.605351631
3/27/1990,-7.609439136,1.110538987,1.563222821,0.13977812,-0.001408233,-278.4408454,0.294209347,6.153742475,-1.32612,0.57470399,0.524770485,-0.193163826,-5.038787232
3/28/1990,-6.462567231,0.833776261,1.650230129,0.125353102,-0.001329382,-287.2475408,0.196792606,2.676309986,-1.49735,0.19914,0.533423072,-0.294039023,-4.477771662
3/29/1990,-5.712471041,-0.565501931,1.63165367,0.11932063,-0.001250269,-285.255439,0.177342276,3.90804491,-1.7262,-0.13926999,0.547745971,-0.299853235,-3.883415208
3/30/1990,-4.748449756,0.339776474,1.366616146,0.112685948,-0.001170995,-246.6919745,0.181201449,4.697074842,-1.80182,-0.36429,0.520442874,-0.314845824,-3.409137951
3/31/1990,-4.364496219,0.978855695,1.415963341,0.107935927,-0.00109179,-246.5567513,0.156226762,0.991209557,-1.7444201,-0.71148002,0.464277591,-0.319492648,-3.141623907
4/1/1990,-3.173030567,0.71460548,1.533514046,0.112802139,-0.001008531,-331.3944365,0.216413418,-0.825803352,-1.3987401,-0.77841002,0.424148831,-0.323191573,-3.43475974
4/2/1990,-2.100367732,-0.756566521,1.642995665,0.113152387,-0.000934448,-428.3817452,0.109621661,-3.696751921,-1.05336,-0.83175999,0.386676653,-0.328398735,-3.526326438
4/3/1990,-1.730183223,-2.315976625,1.727955639,0.109207038,-0.000863097,-491.8959405,0.139037966,-2.183135027,-0.81919998,-0.80489999,0.337854829,-0.334797959,-3.643947803
4/4/1990,-2.336399188,-3.357737022,2.02396868,0.111880869,-0.000785766,-502.2264922,0.197659896,3.69650481,-0.25257,-1.08764,0.286707046,-0.311757464,-3.916084298
4/5/1990,-0.071207226,-3.906582825,1.684382723,0.108578918,-0.000711163,-507.0420219,0.217036429,5.008251001,0.026239,-1.49771,0.237229758,-0.017121384,-3.506011984
4/6/1990,0.149856294,-3.811363559,0.848180241,0.111535476,-0.000630778,-514.325013,0.182502096,6.727482109,0.426424,-1.78423,0.191257843,-0.007485382,-3.270008991
4/7/1990,2.083184056,-3.820686168,-0.154775066,0.110999019,-0.000555682,-466.0818562,0.078529688,8.172354926,0.83765501,-1.84846,0.163853473,-0.009112278,-2.716110578
4/8/1990,2.968884941,-3.065107656,-0.934617791,0.099723878,-0.000488268,-337.3689309,-0.012717168,2.920740401,1.01929,-1.64505,0.133748951,-0.008533262,-1.589832817
4/9/1990,2.435629869,-1.551363346,-1.799056303,0.090121486,-0.00042004,-203.4654379,-0.015603373,2.273580313,1.3763601,-1.63243,0.10796856,0.000265623,-0.727357219
4/10/1990,3.309613511,1.064214846,-2.73318421,0.082358616,-0.00035341,-126.8617083,-0.005799275,0.017014675,1.4837,-1.59025,0.091779261,0.00021411,-0.132316996
4/11/1990,4.517520789,2.934456957,-3.831127429,0.071229228,-0.000295175,-102.7419205,-0.06848435,-8.979456235,1.48634,-1.24532,0.070178676,-0.025864551,0.558881157
4/12/1990,3.694629716,4.323673559,-3.958061188,0.051559413,-0.000249998,-38.77091487,-0.113408543,-14.22285328,1.44234,-1.17598,0.055971775,-0.323047393,1.191736161
4/13/1990,2.961653152,5.015278815,-3.185529615,0.032517615,-0.000215771,39.86561297,-0.083624365,-17.23928234,1.7794,-0.69810998,0.062128447,-0.329248881,1.296863017
4/14/1990,1.716289678,6.368195163,-2.60003922,0.017548421,-0.00018873,68.24787235,0.030706071,-13.58050227,1.94865,-0.27226001,0.058783895,-0.326967503,1.097352097
4/15/1990,1.96527514,8.364770269,-2.943144519,0.004151535,-0.000169402,36.45061877,0.047461708,-10.05129579,2.1000099,-0.00124821,0.022447973,-0.326597522,1.200006873
4/16/1990,1.569817976,10.28309001,-3.363467277,-0.008356414,-0.000162741,-24.79131948,0.112489698,-5.621631512,1.96526,0.37190801,-0.038791465,-0.332348888,0.940690664
4/17/1990,1.059637434,10.98544955,-3.795028996,-0.020168119,-0.000167239,-83.52183469,0.067063345,-2.282281292,1.67858,0.90844601,-0.107001002,-0.326678072,0.962507578
4/18/1990,1.250861049,11.72261797,-3.710113802,-0.030070406,-0.00019014,-92.44778321,0.053302365,-1.8930418,1.34569,1.53501,-0.17822418,-0.323438907,0.908434206
4/19/1990,0.627325778,12.05230339,-3.38921737,-0.039995325,-0.000227981,-63.43338466,0.039802192,-1.082312839,0.99291199,1.83487,-0.236230727,-0.32049275,0.933901218
4/20/1990,0.617642125,12.78312775,-3.38785076,-0.049948277,-0.000284171,-50.21701507,-0.014880561,-3.554672659,0.71732002,1.6289901,-0.295023592,-0.321888919,0.965694528
4/21/1990,0.642616214,12.89490052,-3.393848206,-0.060296725,-0.000359419,-37.35554726,-0.095134772,-4.66894064,0.61725998,1.60084,-0.344300747,-0.320300947,1.229902211
4/22/1990,0.319813316,11.35146837,-2.646239733,-0.068453094,-0.000449761,0.585425218,-0.002005112,-1.846544066,0.079243399,1.61912,-0.347416395,-0.31890346,1.101092555
4/23/1990,-0.117610984,9.01897061,-1.565805085,-0.058241586,-0.000551573,41.29621732,-0.033814541,-1.19459756,-0.3398,1.8279999,-0.300330207,-0.2217636,0.591648091
4/24/1990,-0.520475322,8.529837314,-0.503110194,-0.04282565,-0.00066759,99.84744326,0.018705287,-0.68596527,-0.87927002,1.74762,-0.238529809,-0.227483888,0.68696483
4/25/1990,-0.405987765,4.620044338,0.169466982,-0.035998742,-0.000794285,107.1505315,0.100812369,7.137713825,-1.15871,1.30715,-0.170212792,0.431252301,0.608391716
4/26/1990,0.16514837,3.067445314,0.665833947,-0.01263825,-0.000927314,66.84808394,0.150883775,9.577314665,-1.57789,0.49997699,-0.092742675,0.634745497,0.137713682
4/27/1990,0.050821778,0.942751215,1.119642216,0.009938533,-0.001066634,54.70574754,0.169396638,13.35677199,-1.95127,-0.19033,-0.001377066,0.6284008,0.038071871
4/28/1990,0.033691364,-0.602452495,1.522091636,0.038819657,-0.001211038,31.58325181,0.176912077,11.7110085,-1.79931,-0.68741,0.100805386,0.628098468,-0.500643265
4/29/1990,-0.049793227,-1.835302886,1.625510142,0.058272534,-0.00137114,21.6312189,0.077323648,8.352665005,-1.33513,-1.1002001,0.201681049,0.623486332,-0.467692005
4/30/1990,0.737686557,-1.300977808,1.426545402,0.059098282,-0.001549209,22.88687881,0.103995941,5.17006561,-1.2158099,-1.31177,0.265516106,0.555637239,0.182329507
5/1/1990,0.503535825,-4.502542827,1.506823341,0.059317898,-0.001745875,5.39060007,0.142515043,0.552650024,-0.98466998,-1.20937,0.32136468,0.548111091,-0.203821569
5/2/1990,0.570836474,-4.054650352,1.628197996,0.06318513,-0.001954916,13.40503127,0.061668328,-4.578556487,-1.13463,-1.06512,0.366256328,-0.126034472,-0.254224655
5/3/1990,0.418903208,-4.962669511,1.670800267,0.049278575,-0.002187998,40.16461784,0.019293794,-7.909987089,-1.13705,-1.21157,0.376448785,-0.341777674,0.226448037
5/4/1990,0.820833917,-5.294179268,1.800050853,0.040456832,-0.002447271,53.16493029,0.111691565,-10.10975136,-1.12343,-1.34618,0.37797314,-0.349544438,0.259910168
5/5/1990,1.492668861,-5.481386731,1.628530741,0.02362819,-0.00273378,75.03513068,0.158454208,-12.01519999,-1.01404,-1.47595,0.355868045,-0.369055271,0.604109457
5/6/1990,2.384426314,-5.036290426,1.54949396,0.023027156,-0.00304108,70.61890856,0.257930996,-10.36737215,-1.29205,-1.21608,0.304179543,0.155007417,0.580111975
5/7/1990,2.170718278,-5.621408549,1.707487588,0.028123599,-0.003371376,85.62100362,0.204283311,-11.12415918,-1.42187,-1.39008,0.260576238,0.118522876,0.76263023
5/8/1990,3.462908578,-4.803900397,1.781657555,0.024674668,-0.003729332,121.3548772,0.100580631,-9.895432332,-1.10166,-1.68077,0.236231662,0.108238011,1.126164145
5/9/1990,4.719766895,-2.8954317,1.761098661,0.025861806,-0.004119416,132.3570152,0.15941092,-6.940751757,-0.95501,-1.99678,0.205379288,0.519047129,1.357894255
5/10/1990,4.966740426,-2.222711674,1.323537146,0.037722757,-0.004534835,101.9630909,0.240836451,-3.771406008,-0.84373999,-2.27163,0.171752083,2.183720577,0.828720301
5/11/1990,3.571289631,-0.634680835,0.452610524,0.047081198,-0.004972406,34.83571646,0.232824958,-1.847010113,-0.51375002,-2.30724,0.106810796,2.337540905,-0.078832495
5/12/1990,-0.324663807,-4.839499976,-0.703845243,0.059852587,-0.005391286,-64.91026339,0.245813629,3.954297831,0.080426097,-2.3552301,0.056913223,2.514306166,-1.165634729
5/13/1990,-2.011904065,-6.705717027,-1.518869845,0.059280316,-0.00568932,-91.84506695,0.23285101,5.885358291,0.55679601,-2.09092,0.005673671,1.955389727,-1.442844032
5/14/1990,-2.084897236,-7.855313116,-2.019221688,0.051342153,-0.005806763,-88.30468512,0.175118632,3.404590805,1.07585,-1.69306,-0.04051038,1.919895024,-1.43056924
5/15/1990,-2.455348044,-8.130061337,-2.497056455,0.045938613,-0.005789951,-102.6411699,0.144793278,1.245388868,1.29887,-1.29258,-0.099204542,1.895646332,-1.399804526
5/16/1990,-4.047822243,-8.194539835,-3.106777185,0.03715981,-0.005679062,-125.9684554,0.130917383,-3.24005791,1.69251,-1.01059,-0.139679583,1.455894612,-1.530375149
5/17/1990,-3.655968537,-7.403633624,-3.432239331,0.034357912,-0.005492414,-118.6404827,0.120138212,-3.427955642,1.81828,-0.84672999,-0.172168461,0.466493941,-1.551380427
5/18/1990,-2.194167805,-8.232668255,-3.420974341,0.030928413,-0.005247039,-84.57778637,0.05000394,-3.383429071,1.75088,-0.62278003,-0.148544359,0.31040589,-0.679346581
5/19/1990,1.225005189,-3.539796773,-2.610717969,0.02139577,-0.004990857,-9.783409937,-0.067821484,-8.357307338,1.71306,-0.41468,-0.10881717,0.231533947,0.565657291
5/20/1990,2.363274182,-2.931720901,-1.915607909,0.019629488,-0.004834386,21.29648052,-0.155269735,-13.03586302,1.5398999,-0.19124,-0.067054153,0.229065946,1.044717591
5/21/1990,2.904100029,-2.019956527,-1.395032116,0.022055384,-0.004842387,30.79462245,-0.105086031,-11.98442401,1.2295001,-0.067912497,-0.046358559,0.256629771,1.22464179
5/22/1990,2.564645594,-0.625862114,-0.955195006,0.031143827,-0.004958911,28.31766419,0.002611718,-8.005659961,0.97293901,-0.016636999,-0.025030835,0.869469296,0.782039691
5/23/1990,2.931729224,-0.646000081,-0.436166211,0.044256085,-0.00508723,50.58186577,0.027522246,-5.708931931,0.65660203,0.087899201,-0.005801604,0.871975845,0.441604037
5/24/1990,2.212960483,-0.631344116,-0.28975814,0.044102885,-0.005165152,54.90706445,0.00039536,-5.677964294,0.34244001,-0.17072999,0.02283088,0.203561676,0.717422685
5/25/1990,0.730831612,-3.542885951,0.12387267,0.043881383,-0.005023732,72.03559928,0.055052721,-2.945551644,0.00434172,-0.15987,0.038499111,0.833380393,0.417148841
5/26/1990,1.125735014,-4.189161189,0.249455066,0.047366431,-0.004234352,87.22117966,0.156308128,0.995440815,-0.00826393,-0.066495203,0.055395042,0.941654191,-0.24670349
5/27/1990,0.867816141,-2.687167273,-0.092717738,0.049787973,-0.002950498,67.54077189,0.235372578,3.364986609,0.0170442,-0.14049,0.084427615,1.000329647,-0.623175368
5/28/1990,0.432775481,-2.026618669,-0.711098476,0.050694563,-0.001455052,39.30891975,0.303149592,7.208791376,0.31467599,-0.10898,0.115947166,1.100909859,-0.864032741
5/29/1990,1.316647279,-3.52646484,-1.117952116,0.04930211,0.000297568,37.20191383,0.296842399,5.599427505,0.199672,-0.019144099,0.135639489,0.623441886,-1.156997152
5/30/1990,1.488375611,-3.513030475,-1.687176349,0.045867891,0.00233215,24.05413463,0.289278325,6.101410623,0.51292402,-0.2032,0.154586161,0.610486136,-1.047448946
5/31/1990,1.31694271,-4.154636087,-1.870878199,0.041379635,0.004657984,28.26528355,0.292991965,4.824450069,0.67440999,-0.29600999,0.145559772,0.866361065,-0.909979294
6/1/1990,2.246972729,-0.762248281,-2.069978318,0.035654439,0.007171983,34.03177874,0.264244966,1.808503057,0.770998,-0.37206,0.114460569,0.193148565,-0.487555174
6/2/1990,2.67903939,1.366331792,-2.186360734,0.035849444,0.009207647,22.4225453,0.253497177,-0.735296594,0.88349497,-0.51565999,0.077834778,0.001152427,-0.551363169
6/3/1990,3.43752214,2.182943367,-1.836417271,0.033100024,0.010949453,58.80466669,0.242937605,-0.425302737,0.903009,-0.61888999,0.026032343,0.924471053,-0.494605198
